"URL","Clasificación auditoría","HTTP antes","HTTP después verificado","Redirección implementada","404/410 implementado","Sitemap antes","Sitemap después","Canonical antes","Canonical después","Meta robots antes","Meta robots después","X-Robots-Tag antes","X-Robots-Tag después","Enlace interno corregido","Resultado","Motivo / limitación"
"https://bringasinsurance.com/?v=70013086896abd56","Página válida que debe indexarse","200","200","No","No","Sí","Sí","https://bringasinsurance.com/","https://bringasinsurance.com/","No observado en HTML inicial; sin noindex en SEO.tsx","No observado en HTML inicial; sin noindex en SEO.tsx","No observado","No observado","No","Pendiente de revisión/hosting","El informe exige validación externa o manual antes de cambiarla."
"https://bringasinsurance.com/seguros-para-autos-en-seattle-washington/","URL movida con reemplazo equivalente","200","200","No","No","No","No","https://bringasinsurance.com/auto-insurance","https://bringasinsurance.com/auto-insurance","noindex, nofollow (NotFound.tsx al renderizar)","noindex, nofollow (NotFound.tsx al renderizar)","No observado","No observado","No","Pendiente de revisión/hosting","El informe exige validación externa o manual antes de cambiarla."
"https://bringasinsurance.com/2025/08/04/experience-the-thrill-of-slots-charm-uk-play-toprated-casino-games-online-in-english-for-the-united-kingdom/","URL spam, hackeada o generada por error","200","200","No","No","No","No","No declarada en HTML inicial; SEO client-side solo al renderizar","No declarada en HTML inicial; SEO client-side solo al renderizar","noindex, nofollow (NotFound.tsx al renderizar)","noindex, nofollow (NotFound.tsx al renderizar)","No observado","No observado","No","Pendiente de revisión/hosting","El informe exige validación externa o manual antes de cambiarla."
"https://bringasinsurance.com/2025/07/30/coins-free-cash-frenzy-daily-rewards-latest-3vtm4ot/","URL spam, hackeada o generada por error","200","200","No","No","No","No","No declarada en HTML inicial; SEO client-side solo al renderizar","No declarada en HTML inicial; SEO client-side solo al renderizar","noindex, nofollow (NotFound.tsx al renderizar)","noindex, nofollow (NotFound.tsx al renderizar)","No observado","No observado","No","Pendiente de revisión/hosting","El informe exige validación externa o manual antes de cambiarla."
"https://bringasinsurance.com/2025/07/30/🎲-taonga-island-quest-rake-in-free-bounty-bling-with-2025-fireafvrmk-8a98cn/","URL spam, hackeada o generada por error","200","200","No","No","No","No","No declarada en HTML inicial; SEO client-side solo al renderizar","No declarada en HTML inicial; SEO client-side solo al renderizar","noindex, nofollow (NotFound.tsx al renderizar)","noindex, nofollow (NotFound.tsx al renderizar)","No observado","No observado","No","Pendiente de revisión/hosting","El informe exige validación externa o manual antes de cambiarla."
"https://bringasinsurance.com/2025/07/30/v8pwr8l73/","URL spam, hackeada o generada por error","200","200","No","No","No","No","No declarada en HTML inicial; SEO client-side solo al renderizar","No declarada en HTML inicial; SEO client-side solo al renderizar","noindex, nofollow (NotFound.tsx al renderizar)","noindex, nofollow (NotFound.tsx al renderizar)","No observado","No observado","No","Pendiente de revisión/hosting","El informe exige validación externa o manual antes de cambiarla."
"https://bringasinsurance.com/2025/07/30/🎯-taonga-farm-legends-rake-in-free-loot-diamonds-with-2025-firejbzqm0-tjnreu/","URL spam, hackeada o generada por error","200","200","No","No","No","No","No declarada en HTML inicial; SEO client-side solo al renderizar","No declarada en HTML inicial; SEO client-side solo al renderizar","noindex, nofollow (NotFound.tsx al renderizar)","noindex, nofollow (NotFound.tsx al renderizar)","No observado","No observado","No","Pendiente de revisión/hosting","El informe exige validación externa o manual antes de cambiarla."
"https://bringasinsurance.com/2025/07/30/🎲-taonga-the-island-farm-rake-in-free-bounty-bling-with-2025-fire6n1qts-s3gikm/","URL spam, hackeada o generada por error","200","200","No","No","No","No","No declarada en HTML inicial; SEO client-side solo al renderizar","No declarada en HTML inicial; SEO client-side solo al renderizar","noindex, nofollow (NotFound.tsx al renderizar)","noindex, nofollow (NotFound.tsx al renderizar)","No observado","No observado","No","Pendiente de revisión/hosting","El informe exige validación externa o manual antes de cambiarla."
"https://bringasinsurance.com/seguro-para-vehiculos-recreativos-en-seattle-washington/","Problema cuyo origen está fuera del repositorio","200","200","No","No","No","No","No declarada en HTML inicial; SEO client-side solo al renderizar","No declarada en HTML inicial; SEO client-side solo al renderizar","noindex, nofollow (NotFound.tsx al renderizar)","noindex, nofollow (NotFound.tsx al renderizar)","No observado","No observado","No","Pendiente de revisión/hosting","El informe exige validación externa o manual antes de cambiarla."
"https://bringasinsurance.com/2025/07/30/🏆-🚀-how-to-get-free-coins-in-lightning-link-casino-2025-easy-no-scam-💎-hqxrns/","URL spam, hackeada o generada por error","200","200","No","No","No","No","No declarada en HTML inicial; SEO client-side solo al renderizar","No declarada en HTML inicial; SEO client-side solo al renderizar","noindex, nofollow (NotFound.tsx al renderizar)","noindex, nofollow (NotFound.tsx al renderizar)","No observado","No observado","No","Pendiente de revisión/hosting","El informe exige validación externa o manual antes de cambiarla."
"https://bringasinsurance.com/seguros-de-propietarios-en-seattle-washington/","Problema cuyo origen está fuera del repositorio","200","200","No","No","No","No","No declarada en HTML inicial; SEO client-side solo al renderizar","No declarada en HTML inicial; SEO client-side solo al renderizar","noindex, nofollow (NotFound.tsx al renderizar)","noindex, nofollow (NotFound.tsx al renderizar)","No observado","No observado","No","Pendiente de revisión/hosting","El informe exige validación externa o manual antes de cambiarla."
"https://bringasinsurance.com/landlord-insurance-in-seattle-washington/","Problema cuyo origen está fuera del repositorio","200","200","No","No","No","No","No declarada en HTML inicial; SEO client-side solo al renderizar","No declarada en HTML inicial; SEO client-side solo al renderizar","noindex, nofollow (NotFound.tsx al renderizar)","noindex, nofollow (NotFound.tsx al renderizar)","No observado","No observado","No","Pendiente de revisión/hosting","El informe exige validación externa o manual antes de cambiarla."
"https://bringasinsurance.com/personal-umbrella-in-seattle-washington/","URL movida con reemplazo equivalente","200","200","No","No","No","No","https://bringasinsurance.com/personal-umbrella","https://bringasinsurance.com/personal-umbrella","noindex, nofollow (NotFound.tsx al renderizar)","noindex, nofollow (NotFound.tsx al renderizar)","No observado","No observado","No","Pendiente de revisión/hosting","El informe exige validación externa o manual antes de cambiarla."
"https://bringasinsurance.com/2025/08/10/l2jlland7/","URL spam, hackeada o generada por error","200","200","No","No","No","No","No declarada en HTML inicial; SEO client-side solo al renderizar","No declarada en HTML inicial; SEO client-side solo al renderizar","noindex, nofollow (NotFound.tsx al renderizar)","noindex, nofollow (NotFound.tsx al renderizar)","No observado","No observado","No","Pendiente de revisión/hosting","El informe exige validación externa o manual antes de cambiarla."
"https://bringasinsurance.com/commercial-property-insurance-in-seattle-washington/","URL movida con reemplazo equivalente","200","200","No","No","No","No","https://bringasinsurance.com/commercial-property","https://bringasinsurance.com/commercial-property","noindex, nofollow (NotFound.tsx al renderizar)","noindex, nofollow (NotFound.tsx al renderizar)","No observado","No observado","No","Pendiente de revisión/hosting","El informe exige validación externa o manual antes de cambiarla."
"https://bringasinsurance.com/best-insurance-agents-in-houston/","Problema cuyo origen está fuera del repositorio","200","200","No","No","No","No","No declarada en HTML inicial; SEO client-side solo al renderizar","No declarada en HTML inicial; SEO client-side solo al renderizar","noindex, nofollow (NotFound.tsx al renderizar)","noindex, nofollow (NotFound.tsx al renderizar)","No observado","No observado","No","Pendiente de revisión/hosting","El informe exige validación externa o manual antes de cambiarla."
"https://bringasinsurance.com/2025/08/10/🏆-🚀-how-to-get-free-coins-in-lightning-link-casino-2025-easy-no-scam-💎-qlqztw/","URL spam, hackeada o generada por error","200","200","No","No","No","No","No declarada en HTML inicial; SEO client-side solo al renderizar","No declarada en HTML inicial; SEO client-side solo al renderizar","noindex, nofollow (NotFound.tsx al renderizar)","noindex, nofollow (NotFound.tsx al renderizar)","No observado","No observado","No","Pendiente de revisión/hosting","El informe exige validación externa o manual antes de cambiarla."
"https://bringasinsurance.com/2025/08/22/kachay-besplatno-igrovye-sloty-pinup-casino-i-naslazhdaysya-onlayn-igroy-v-kazakhstane/","URL spam, hackeada o generada por error","200","200","No","No","No","No","No declarada en HTML inicial; SEO client-side solo al renderizar","No declarada en HTML inicial; SEO client-side solo al renderizar","noindex, nofollow (NotFound.tsx al renderizar)","noindex, nofollow (NotFound.tsx al renderizar)","No observado","No observado","No","Pendiente de revisión/hosting","El informe exige validación externa o manual antes de cambiarla."
"https://bringasinsurance.com/?p=4240","Página válida que debe indexarse","200","200","No","No","Sí","Sí","https://bringasinsurance.com/","https://bringasinsurance.com/","No observado en HTML inicial; sin noindex en SEO.tsx","No observado en HTML inicial; sin noindex en SEO.tsx","No observado","No observado","No","Pendiente de revisión/hosting","El informe exige validación externa o manual antes de cambiarla."
"https://bringasinsurance.com/2025/08/20/uvlekatelnye-onlaynigry-v-kazino-ot-sultan-games-dlya-gracias-iz-kazakhstana/","URL spam, hackeada o generada por error","200","200","No","No","No","No","No declarada en HTML inicial; SEO client-side solo al renderizar","No declarada en HTML inicial; SEO client-side solo al renderizar","noindex, nofollow (NotFound.tsx al renderizar)","noindex, nofollow (NotFound.tsx al renderizar)","No observado","No observado","No","Pendiente de revisión/hosting","El informe exige validación externa o manual antes de cambiarla."
"https://bringasinsurance.com/?p=4238","Página válida que debe indexarse","200","200","No","No","Sí","Sí","https://bringasinsurance.com/","https://bringasinsurance.com/","No observado en HTML inicial; sin noindex en SEO.tsx","No observado en HTML inicial; sin noindex en SEO.tsx","No observado","No observado","No","Pendiente de revisión/hosting","El informe exige validación externa o manual antes de cambiarla."
"https://bringasinsurance.com/mobile-home-insurance-in-seattle-washington/","Problema cuyo origen está fuera del repositorio","200","200","No","No","No","No","No declarada en HTML inicial; SEO client-side solo al renderizar","No declarada en HTML inicial; SEO client-side solo al renderizar","noindex, nofollow (NotFound.tsx al renderizar)","noindex, nofollow (NotFound.tsx al renderizar)","No observado","No observado","No","Pendiente de revisión/hosting","El informe exige validación externa o manual antes de cambiarla."
"https://bringasinsurance.com/business-owners-insurance-in-seattle-washington/","URL movida con reemplazo equivalente","200","200","No","No","No","No","https://bringasinsurance.com/bop-insurance","https://bringasinsurance.com/bop-insurance","noindex, nofollow (NotFound.tsx al renderizar)","noindex, nofollow (NotFound.tsx al renderizar)","No observado","No observado","No","Pendiente de revisión/hosting","El informe exige validación externa o manual antes de cambiarla."
"https://bringasinsurance.com/2025/08/10/wvhza2ckmr/","URL spam, hackeada o generada por error","200","200","No","No","No","No","No declarada en HTML inicial; SEO client-side solo al renderizar","No declarada en HTML inicial; SEO client-side solo al renderizar","noindex, nofollow (NotFound.tsx al renderizar)","noindex, nofollow (NotFound.tsx al renderizar)","No observado","No observado","No","Pendiente de revisión/hosting","El informe exige validación externa o manual antes de cambiarla."
"https://bringasinsurance.com/payments","URL movida con reemplazo equivalente","200","200","No","No","No","No","https://bringasinsurance.com/pay-my-bill","https://bringasinsurance.com/pay-my-bill","noindex, nofollow (NotFound.tsx al renderizar)","noindex, nofollow (NotFound.tsx al renderizar)","No observado","No observado","No","Pendiente de revisión/hosting","El informe exige validación externa o manual antes de cambiarla."
"https://bringasinsurance.com/2025/07/30/7mhv6kkaa/","URL spam, hackeada o generada por error","200","200","No","No","No","No","No declarada en HTML inicial; SEO client-side solo al renderizar","No declarada en HTML inicial; SEO client-side solo al renderizar","noindex, nofollow (NotFound.tsx al renderizar)","noindex, nofollow (NotFound.tsx al renderizar)","No observado","No observado","No","Pendiente de revisión/hosting","El informe exige validación externa o manual antes de cambiarla."
"https://bringasinsurance.com/2025/07/30/boost-your-brawl-stars-with-free-gems-2/","URL spam, hackeada o generada por error","200","200","No","No","No","No","No declarada en HTML inicial; SEO client-side solo al renderizar","No declarada en HTML inicial; SEO client-side solo al renderizar","noindex, nofollow (NotFound.tsx al renderizar)","noindex, nofollow (NotFound.tsx al renderizar)","No observado","No observado","No","Pendiente de revisión/hosting","El informe exige validación externa o manual antes de cambiarla."
"https://bringasinsurance.com/?v=99081710124270d","Página válida que debe indexarse","200","200","No","No","Sí","Sí","https://bringasinsurance.com/","https://bringasinsurance.com/","No observado en HTML inicial; sin noindex en SEO.tsx","No observado en HTML inicial; sin noindex en SEO.tsx","No observado","No observado","No","Pendiente de revisión/hosting","El informe exige validación externa o manual antes de cambiarla."
"https://bringasinsurance.com/?v=287463228ec1","Página válida que debe indexarse","200","200","No","No","Sí","Sí","https://bringasinsurance.com/","https://bringasinsurance.com/","No observado en HTML inicial; sin noindex en SEO.tsx","No observado en HTML inicial; sin noindex en SEO.tsx","No observado","No observado","No","Pendiente de revisión/hosting","El informe exige validación externa o manual antes de cambiarla."
"https://bringasinsurance.com/es/faq/","Caso que requiere revisión manual","200","200","No","No","No","No","No declarada en HTML inicial; SEO client-side solo al renderizar","No declarada en HTML inicial; SEO client-side solo al renderizar","noindex, nofollow (NotFound.tsx al renderizar)","noindex, nofollow (NotFound.tsx al renderizar)","No observado","No observado","No","Pendiente de revisión/hosting","El informe exige validación externa o manual antes de cambiarla."
"https://bringasinsurance.com/building-insurance-in-seattle-washington/","URL movida con reemplazo equivalente","200","200","No","No","No","No","https://bringasinsurance.com/building-owners","https://bringasinsurance.com/building-owners","noindex, nofollow (NotFound.tsx al renderizar)","noindex, nofollow (NotFound.tsx al renderizar)","No observado","No observado","No","Pendiente de revisión/hosting","El informe exige validación externa o manual antes de cambiarla."
"https://bringasinsurance.com/2025/07/30/9mbbbbqh/","URL spam, hackeada o generada por error","200","200","No","No","No","No","No declarada en HTML inicial; SEO client-side solo al renderizar","No declarada en HTML inicial; SEO client-side solo al renderizar","noindex, nofollow (NotFound.tsx al renderizar)","noindex, nofollow (NotFound.tsx al renderizar)","No observado","No observado","No","Pendiente de revisión/hosting","El informe exige validación externa o manual antes de cambiarla."
"https://bringasinsurance.com/2025/08/10/🎲-🚀-how-to-get-free-coins-in-lightning-link-casino-2025-easy-no-scam-💎-hziilz/","URL spam, hackeada o generada por error","200","200","No","No","No","No","No declarada en HTML inicial; SEO client-side solo al renderizar","No declarada en HTML inicial; SEO client-side solo al renderizar","noindex, nofollow (NotFound.tsx al renderizar)","noindex, nofollow (NotFound.tsx al renderizar)","No observado","No observado","No","Pendiente de revisión/hosting","El informe exige validación externa o manual antes de cambiarla."
"https://bringasinsurance.com/contractors-insurance-in-seattle-washington/","URL movida con reemplazo equivalente","200","200","No","No","No","No","https://bringasinsurance.com/contractors-insurance","https://bringasinsurance.com/contractors-insurance","noindex, nofollow (NotFound.tsx al renderizar)","noindex, nofollow (NotFound.tsx al renderizar)","No observado","No observado","No","Pendiente de revisión/hosting","El informe exige validación externa o manual antes de cambiarla."
"https://bringasinsurance.com/customer-quoting/","Caso que requiere revisión manual","200","200","No","No","No","No","No declarada en HTML inicial; SEO client-side solo al renderizar","No declarada en HTML inicial; SEO client-side solo al renderizar","noindex, nofollow (NotFound.tsx al renderizar)","noindex, nofollow (NotFound.tsx al renderizar)","No observado","No observado","No","Pendiente de revisión/hosting","El informe exige validación externa o manual antes de cambiarla."
"https://bringasinsurance.com/2025/07/30/q1obl9ss/","URL spam, hackeada o generada por error","200","200","No","No","No","No","No declarada en HTML inicial; SEO client-side solo al renderizar","No declarada en HTML inicial; SEO client-side solo al renderizar","noindex, nofollow (NotFound.tsx al renderizar)","noindex, nofollow (NotFound.tsx al renderizar)","No observado","No observado","No","Pendiente de revisión/hosting","El informe exige validación externa o manual antes de cambiarla."
"https://bringasinsurance.com/2025/08/10/7g76qtp8m/","URL spam, hackeada o generada por error","200","200","No","No","No","No","No declarada en HTML inicial; SEO client-side solo al renderizar","No declarada en HTML inicial; SEO client-side solo al renderizar","noindex, nofollow (NotFound.tsx al renderizar)","noindex, nofollow (NotFound.tsx al renderizar)","No observado","No observado","No","Pendiente de revisión/hosting","El informe exige validación externa o manual antes de cambiarla."
"https://bringasinsurance.com/?v=28175195069e749","Página válida que debe indexarse","200","200","No","No","Sí","Sí","https://bringasinsurance.com/","https://bringasinsurance.com/","No observado en HTML inicial; sin noindex en SEO.tsx","No observado en HTML inicial; sin noindex en SEO.tsx","No observado","No observado","No","Pendiente de revisión/hosting","El informe exige validación externa o manual antes de cambiarla."
"https://bringasinsurance.com/?v=6292047d3d7cb","Página válida que debe indexarse","200","200","No","No","Sí","Sí","https://bringasinsurance.com/","https://bringasinsurance.com/","No observado en HTML inicial; sin noindex en SEO.tsx","No observado en HTML inicial; sin noindex en SEO.tsx","No observado","No observado","No","Pendiente de revisión/hosting","El informe exige validación externa o manual antes de cambiarla."
"https://bringasinsurance.com/2025/07/30/qbofzqohv/","URL spam, hackeada o generada por error","200","200","No","No","No","No","No declarada en HTML inicial; SEO client-side solo al renderizar","No declarada en HTML inicial; SEO client-side solo al renderizar","noindex, nofollow (NotFound.tsx al renderizar)","noindex, nofollow (NotFound.tsx al renderizar)","No observado","No observado","No","Pendiente de revisión/hosting","El informe exige validación externa o manual antes de cambiarla."
"https://bringasinsurance.com/2025/08/07/bonus-gift-chips-to-another-account-how-to-axq05lz/","URL spam, hackeada o generada por error","200","200","No","No","No","No","No declarada en HTML inicial; SEO client-side solo al renderizar","No declarada en HTML inicial; SEO client-side solo al renderizar","noindex, nofollow (NotFound.tsx al renderizar)","noindex, nofollow (NotFound.tsx al renderizar)","No observado","No observado","No","Pendiente de revisión/hosting","El informe exige validación externa o manual antes de cambiarla."
"https://bringasinsurance.com/2025/07/30/5edfgnbk/","URL spam, hackeada o generada por error","200","200","No","No","No","No","No declarada en HTML inicial; SEO client-side solo al renderizar","No declarada en HTML inicial; SEO client-side solo al renderizar","noindex, nofollow (NotFound.tsx al renderizar)","noindex, nofollow (NotFound.tsx al renderizar)","No observado","No observado","No","Pendiente de revisión/hosting","El informe exige validación externa o manual antes de cambiarla."
"https://bringasinsurance.com/car-insurance-in-seattle-washington/","URL movida con reemplazo equivalente","200","200","No","No","No","No","https://bringasinsurance.com/auto-insurance","https://bringasinsurance.com/auto-insurance","noindex, nofollow (NotFound.tsx al renderizar)","noindex, nofollow (NotFound.tsx al renderizar)","No observado","No observado","No","Pendiente de revisión/hosting","El informe exige validación externa o manual antes de cambiarla."
"https://bringasinsurance.com/2025/08/08/🏆-🚀-how-to-get-free-coins-in-lightning-link-casino-2025-easy-no-scam-💎-aauhre/","URL spam, hackeada o generada por error","200","200","No","No","No","No","No declarada en HTML inicial; SEO client-side solo al renderizar","No declarada en HTML inicial; SEO client-side solo al renderizar","noindex, nofollow (NotFound.tsx al renderizar)","noindex, nofollow (NotFound.tsx al renderizar)","No observado","No observado","No","Pendiente de revisión/hosting","El informe exige validación externa o manual antes de cambiarla."
"https://bringasinsurance.com/restaurant-insurance/","Página válida que debe indexarse","200","200","No","No","Sí","Sí","https://bringasinsurance.com/restaurant-insurance","https://bringasinsurance.com/restaurant-insurance","No observado en HTML inicial; sin noindex en SEO.tsx","No observado en HTML inicial; sin noindex en SEO.tsx","No observado","No observado","No","Pendiente de revisión/hosting","El informe exige validación externa o manual antes de cambiarla."
"https://bringasinsurance.com/es/seguros-para-restaurantes-en-seattle-washington/","Caso que requiere revisión manual","200","200","No","No","No","No","No declarada en HTML inicial; SEO client-side solo al renderizar","No declarada en HTML inicial; SEO client-side solo al renderizar","noindex, nofollow (NotFound.tsx al renderizar)","noindex, nofollow (NotFound.tsx al renderizar)","No observado","No observado","No","Pendiente de revisión/hosting","El informe exige validación externa o manual antes de cambiarla."
