"source_url","normalized_path","classification","target_url","expected_status","canonical","reason","source","last_crawl","implementation_layer","verified"
"https://bringasinsurance.com/?v=99081710124270d","/","CANONICAL_ALTERNATE","","200","https://bringasinsurance.com/","Query-string duplicate of canonical route.","GSC: Rastreada: actualmente sin indexar","","React SEO canonical","NO"
"https://bringasinsurance.com/?v=287463228ec1","/","CANONICAL_ALTERNATE","","200","https://bringasinsurance.com/","Query-string duplicate of canonical route.","GSC: Rastreada: actualmente sin indexar","","React SEO canonical","NO"
"https://bringasinsurance.com/es/faq/","/es/faq","MANUAL_REVIEW","","review","","No equivalent destination proven; manual review required.","GSC: Rastreada: actualmente sin indexar","","manual","NO"
"https://bringasinsurance.com/building-insurance-in-seattle-washington/","/building-insurance-in-seattle-washington","REDIRECT_301","https://bringasinsurance.com/building-owners","301","","Equivalent migrated content is explicitly mapped.","GSC: Rastreada: actualmente sin indexar","","Cloudflare redirect","NO"
"https://bringasinsurance.com/2025/07/30/9mbbbbqh/","/2025/07/30/9mbbbbqh","GONE_410","","410","","Retired WordPress, commerce, or injected spam URL.","GSC: Rastreada: actualmente sin indexar","","Cloudflare WAF custom response","NO"
"https://bringasinsurance.com/2025/08/10/🎲-🚀-how-to-get-free-coins-in-lightning-link-casino-2025-easy-no-scam-💎-hziilz/","/2025/08/10/🎲-🚀-how-to-get-free-coins-in-lightning-link-casino-2025-easy-no-scam-💎-hziilz","GONE_410","","410","","Retired WordPress, commerce, or injected spam URL.","GSC: Rastreada: actualmente sin indexar","","Cloudflare WAF custom response","NO"
"https://bringasinsurance.com/contractors-insurance-in-seattle-washington/","/contractors-insurance-in-seattle-washington","REDIRECT_301","https://bringasinsurance.com/contractors-insurance","301","","Equivalent migrated content is explicitly mapped.","GSC: Rastreada: actualmente sin indexar","","Cloudflare redirect","NO"
"https://bringasinsurance.com/customer-quoting/","/customer-quoting","REDIRECT_301","https://bringasinsurance.com/quote","301","","Equivalent migrated content is explicitly mapped.","GSC: Rastreada: actualmente sin indexar","","Cloudflare redirect","NO"
"https://bringasinsurance.com/2025/07/30/q1obl9ss/","/2025/07/30/q1obl9ss","GONE_410","","410","","Retired WordPress, commerce, or injected spam URL.","GSC: Rastreada: actualmente sin indexar","","Cloudflare WAF custom response","NO"
"https://bringasinsurance.com/2025/08/10/7g76qtp8m/","/2025/08/10/7g76qtp8m","GONE_410","","410","","Retired WordPress, commerce, or injected spam URL.","GSC: Rastreada: actualmente sin indexar","","Cloudflare WAF custom response","NO"
"https://bringasinsurance.com/?v=28175195069e749","/","CANONICAL_ALTERNATE","","200","https://bringasinsurance.com/","Query-string duplicate of canonical route.","GSC: Rastreada: actualmente sin indexar","","React SEO canonical","NO"
"https://bringasinsurance.com/?v=6292047d3d7cb","/","CANONICAL_ALTERNATE","","200","https://bringasinsurance.com/","Query-string duplicate of canonical route.","GSC: Rastreada: actualmente sin indexar","","React SEO canonical","NO"
"https://bringasinsurance.com/2025/07/30/qbofzqohv/","/2025/07/30/qbofzqohv","GONE_410","","410","","Retired WordPress, commerce, or injected spam URL.","GSC: Rastreada: actualmente sin indexar","","Cloudflare WAF custom response","NO"
"https://bringasinsurance.com/2025/08/07/bonus-gift-chips-to-another-account-how-to-axq05lz/","/2025/08/07/bonus-gift-chips-to-another-account-how-to-axq05lz","GONE_410","","410","","Retired WordPress, commerce, or injected spam URL.","GSC: Rastreada: actualmente sin indexar","","Cloudflare WAF custom response","NO"
"https://bringasinsurance.com/2025/07/30/5edfgnbk/","/2025/07/30/5edfgnbk","GONE_410","","410","","Retired WordPress, commerce, or injected spam URL.","GSC: Rastreada: actualmente sin indexar","","Cloudflare WAF custom response","NO"
"https://bringasinsurance.com/car-insurance-in-seattle-washington/","/car-insurance-in-seattle-washington","REDIRECT_301","https://bringasinsurance.com/auto-insurance","301","","Equivalent migrated content is explicitly mapped.","GSC: Rastreada: actualmente sin indexar","","Cloudflare redirect","NO"
"https://bringasinsurance.com/2025/08/08/🏆-🚀-how-to-get-free-coins-in-lightning-link-casino-2025-easy-no-scam-💎-aauhre/","/2025/08/08/🏆-🚀-how-to-get-free-coins-in-lightning-link-casino-2025-easy-no-scam-💎-aauhre","GONE_410","","410","","Retired WordPress, commerce, or injected spam URL.","GSC: Rastreada: actualmente sin indexar","","Cloudflare WAF custom response","NO"
"https://bringasinsurance.com/restaurant-insurance/","/restaurant-insurance","KEEP_200","","200","https://bringasinsurance.com/restaurant-insurance","Current indexable canonical route.","GSC: Rastreada: actualmente sin indexar","","origin/application","NO"
"https://bringasinsurance.com/es/seguros-para-restaurantes-en-seattle-washington/","/es/seguros-para-restaurantes-en-seattle-washington","REDIRECT_301","https://bringasinsurance.com/restaurant-insurance","301","","Equivalent migrated content is explicitly mapped.","GSC: Rastreada: actualmente sin indexar","","Cloudflare redirect","NO"
"https://bringasinsurance.com/es/seguros-para-propiedad-comercial-en-seattle-washington/","/es/seguros-para-propiedad-comercial-en-seattle-washington","REDIRECT_301","https://bringasinsurance.com/commercial-property","301","","Equivalent migrated content is explicitly mapped.","GSC: Rastreada: actualmente sin indexar","","Cloudflare redirect","NO"
"https://bringasinsurance.com/2025/07/30/🎯-taonga-island-quest-snag-fast-free-loot-diamonds-this-2025-szn2q78d4-yd2jdk/","/2025/07/30/🎯-taonga-island-quest-snag-fast-free-loot-diamonds-this-2025-szn2q78d4-yd2jdk","GONE_410","","410","","Retired WordPress, commerce, or injected spam URL.","GSC: Rastreada: actualmente sin indexar","","Cloudflare WAF custom response","NO"
"https://bringasinsurance.com/2025/08/08/claim-how-to-play-double-down-casino-on-pc-guide-7r9jgrv/","/2025/08/08/claim-how-to-play-double-down-casino-on-pc-guide-7r9jgrv","GONE_410","","410","","Retired WordPress, commerce, or injected spam URL.","GSC: Rastreada: actualmente sin indexar","","Cloudflare WAF custom response","NO"
"https://bringasinsurance.com/2025/08/08/prime-free-chips-codes-awh50sb/","/2025/08/08/prime-free-chips-codes-awh50sb","GONE_410","","410","","Retired WordPress, commerce, or injected spam URL.","GSC: Rastreada: actualmente sin indexar","","Cloudflare WAF custom response","NO"
"https://bringasinsurance.com/seguros-para-propiedad-comercial-en-seattle-washington/","/seguros-para-propiedad-comercial-en-seattle-washington","REDIRECT_301","https://bringasinsurance.com/commercial-property","301","","Equivalent migrated content is explicitly mapped.","GSC: Rastreada: actualmente sin indexar","","Cloudflare redirect","NO"
"https://bringasinsurance.com/2025/07/30/claim-fdtsqd-solitaire-grand-harvest-free-coins-levvvel-rsijll2/","/2025/07/30/claim-fdtsqd-solitaire-grand-harvest-free-coins-levvvel-rsijll2","GONE_410","","410","","Retired WordPress, commerce, or injected spam URL.","GSC: Rastreada: actualmente sin indexar","","Cloudflare WAF custom response","NO"
"https://bringasinsurance.com/2025/08/10/odn1s8rsz/","/2025/08/10/odn1s8rsz","GONE_410","","410","","Retired WordPress, commerce, or injected spam URL.","GSC: Rastreada: actualmente sin indexar","","Cloudflare WAF custom response","NO"
"https://bringasinsurance.com/2025/08/08/inicia-sesion-en-1win-casino-juega-al-casino-en-linea-en-espanol-para-argentina/","/2025/08/08/inicia-sesion-en-1win-casino-juega-al-casino-en-linea-en-espanol-para-argentina","GONE_410","","410","","Retired WordPress, commerce, or injected spam URL.","GSC: Rastreada: actualmente sin indexar","","Cloudflare WAF custom response","NO"
"https://bringasinsurance.com/life-insurance-in-seattle-washington/","/life-insurance-in-seattle-washington","REDIRECT_301","https://bringasinsurance.com/life-insurance","301","","Equivalent migrated content is explicitly mapped.","GSC: Rastreada: actualmente sin indexar","","Cloudflare redirect","NO"
"https://bringasinsurance.com/?lang=es","/","CANONICAL_ALTERNATE","","200","https://bringasinsurance.com/","Query-string duplicate of canonical route.","GSC: Rastreada: actualmente sin indexar","","React SEO canonical","NO"
"https://bringasinsurance.com/fianzas-para-seguros-en-seattle-washington/","/fianzas-para-seguros-en-seattle-washington","REDIRECT_301","https://bringasinsurance.com/bonds-surety","301","","Equivalent migrated content is explicitly mapped.","GSC: Rastreada: actualmente sin indexar","","Cloudflare redirect","NO"
"https://bringasinsurance.com/2025/08/07/new-bytjza-bingo-bash-cheats-boost-your-winnings-with-obur438/","/2025/08/07/new-bytjza-bingo-bash-cheats-boost-your-winnings-with-obur438","GONE_410","","410","","Retired WordPress, commerce, or injected spam URL.","GSC: Rastreada: actualmente sin indexar","","Cloudflare WAF custom response","NO"
"https://bringasinsurance.com/2025/08/08/vvipvip-lqoaya-unlock-unlimited-resources-with-the-best-co-9lf8xit/","/2025/08/08/vvipvip-lqoaya-unlock-unlimited-resources-with-the-best-co-9lf8xit","GONE_410","","410","","Retired WordPress, commerce, or injected spam URL.","GSC: Rastreada: actualmente sin indexar","","Cloudflare WAF custom response","NO"
"https://bringasinsurance.com/2025/08/07/free-where-to-find-free-cash-frenzy-coins-legit-rsmfzfa/","/2025/08/07/free-where-to-find-free-cash-frenzy-coins-legit-rsmfzfa","GONE_410","","410","","Retired WordPress, commerce, or injected spam URL.","GSC: Rastreada: actualmente sin indexar","","Cloudflare WAF custom response","NO"
"https://bringasinsurance.com/2025/08/10/new-sckumu-bingo-bash-cheats-boost-your-winnings-with-xncxgw7/","/2025/08/10/new-sckumu-bingo-bash-cheats-boost-your-winnings-with-xncxgw7","GONE_410","","410","","Retired WordPress, commerce, or injected spam URL.","GSC: Rastreada: actualmente sin indexar","","Cloudflare WAF custom response","NO"
"https://bringasinsurance.com/2025/08/07/vvipbonus-ihibka-unlock-unlimited-resources-with-the-best-co-15nbbb7/","/2025/08/07/vvipbonus-ihibka-unlock-unlimited-resources-with-the-best-co-15nbbb7","GONE_410","","410","","Retired WordPress, commerce, or injected spam URL.","GSC: Rastreada: actualmente sin indexar","","Cloudflare WAF custom response","NO"
"https://bringasinsurance.com/vvipbonus-ihibka-unlock-unlimited-resources-with-the-best-co-15nbbb7","/vvipbonus-ihibka-unlock-unlimited-resources-with-the-best-co-15nbbb7","GONE_410","","410","","Retired WordPress, commerce, or injected spam URL.","GSC: Rastreada: actualmente sin indexar","","Cloudflare WAF custom response","NO"
"https://bringasinsurance.com/2025/08/07/new-jfllkd-bingo-bash-cheats-boost-your-winnings-with-161qiop/","/2025/08/07/new-jfllkd-bingo-bash-cheats-boost-your-winnings-with-161qiop","GONE_410","","410","","Retired WordPress, commerce, or injected spam URL.","GSC: Rastreada: actualmente sin indexar","","Cloudflare WAF custom response","NO"
"https://bringasinsurance.com/2025/08/10/ilckbfqu7/","/2025/08/10/ilckbfqu7","GONE_410","","410","","Retired WordPress, commerce, or injected spam URL.","GSC: Rastreada: actualmente sin indexar","","Cloudflare WAF custom response","NO"
"https://bringasinsurance.com/2025/08/08/top-how-many-robux-from-50-roblox-card-9v26vof/","/2025/08/08/top-how-many-robux-from-50-roblox-card-9v26vof","GONE_410","","410","","Retired WordPress, commerce, or injected spam URL.","GSC: Rastreada: actualmente sin indexar","","Cloudflare WAF custom response","NO"
"https://bringasinsurance.com/2025/08/08/oestqe-board-kings-cheats-free-gems-generator-2024-no-verification-new-method/","/2025/08/08/oestqe-board-kings-cheats-free-gems-generator-2024-no-verification-new-method","GONE_410","","410","","Retired WordPress, commerce, or injected spam URL.","GSC: Rastreada: actualmente sin indexar","","Cloudflare WAF custom response","NO"
"https://bringasinsurance.com/2025/08/07/🎲-🚀-how-to-get-free-coins-in-lightning-link-casino-2025-easy-no-scam-💎-ubfrzc/","/2025/08/07/🎲-🚀-how-to-get-free-coins-in-lightning-link-casino-2025-easy-no-scam-💎-ubfrzc","GONE_410","","410","","Retired WordPress, commerce, or injected spam URL.","GSC: Rastreada: actualmente sin indexar","","Cloudflare WAF custom response","NO"
"https://bringasinsurance.com/2025/08/08/mega-esioqi-bingo-bash-cheats-boost-your-winnings-with-xfqn2cf/","/2025/08/08/mega-esioqi-bingo-bash-cheats-boost-your-winnings-with-xfqn2cf","GONE_410","","410","","Retired WordPress, commerce, or injected spam URL.","GSC: Rastreada: actualmente sin indexar","","Cloudflare WAF custom response","NO"
"https://bringasinsurance.com/boat-insurance-in-seattle-washington/","/boat-insurance-in-seattle-washington","REDIRECT_301","https://bringasinsurance.com/boat-insurance","301","","Equivalent migrated content is explicitly mapped.","GSC: Rastreada: actualmente sin indexar","","Cloudflare redirect","NO"
"https://bringasinsurance.com/contacto/?lang=es","/contacto","REDIRECT_301","https://bringasinsurance.com/contact","301","","Equivalent migrated content is explicitly mapped.","GSC: Rastreada: actualmente sin indexar","","Cloudflare redirect","NO"
"https://bringasinsurance.com/es/contacto/?lang=es","/es/contacto","REDIRECT_301","https://bringasinsurance.com/contact","301","","Equivalent migrated content is explicitly mapped.","GSC: Rastreada: actualmente sin indexar","","Cloudflare redirect","NO"
"https://bringasinsurance.com/seguros-para-restaurantes-en-seattle-washington/","/seguros-para-restaurantes-en-seattle-washington","REDIRECT_301","https://bringasinsurance.com/restaurant-insurance","301","","Equivalent migrated content is explicitly mapped.","GSC: Rastreada: actualmente sin indexar","","Cloudflare redirect","NO"
"https://bringasinsurance.com/seguros-para-inquilinos-en-seattle-washington/","/seguros-para-inquilinos-en-seattle-washington","REDIRECT_301","https://bringasinsurance.com/renters-insurance","301","","Equivalent migrated content is explicitly mapped.","GSC: Rastreada: actualmente sin indexar","","Cloudflare redirect","NO"
"https://bringasinsurance.com/recreational-vehicle-insurance/","/recreational-vehicle-insurance","REDIRECT_301","https://bringasinsurance.com/rv-insurance","301","","Equivalent migrated content is explicitly mapped.","GSC: Rastreada: actualmente sin indexar","","Cloudflare redirect","NO"
"https://bringasinsurance.com/2025/08/10/45zo8f8wl/","/2025/08/10/45zo8f8wl","GONE_410","","410","","Retired WordPress, commerce, or injected spam URL.","GSC: Rastreada: actualmente sin indexar","","Cloudflare WAF custom response","NO"
